UDI,Machine_Age_Years,Operating_Hours,Days_Since_Last_Maintenance,Maintenance_Count_Last_Year,Energy_Consumption_kWh,Vibration_Level_mm_s,Humidity_Percent,Ambient_Dust_Level_ug_m3,Maintenance_Cost_USD
2862,15,27222,88,10,58.97,7.19,61.7,48.5,1768.81
2863,14,24498,38,11,48.25,7.4,68.4,60.6,1857.73
2864,15,26656,66,10,67.31,7.3,56.1,50.3,1926.23
2865,14,30848,110,10,64.12,8.71,67.2,45.1,1765.96
2866,1,500,365,1,53.75,1.16,30.0,28.0,133.2
2867,4,7880,357,2,47.79,1.02,48.0,38.1,382.76
2868,6,8120,365,3,62.73,0.88,43.3,43.0,348.0
2869,4,5265,340,3,57.39,2.33,73.4,30.8,414.71
2870,5,4379,342,1,58.98,0.9,64.1,16.9,99.38
2871,1,1927,317,0,53.43,1.65,42.0,29.9,218.45
2872,3,7293,365,3,56.86,2.24,44.8,22.9,408.27
2873,2,5726,302,2,48.99,1.74,40.0,19.8,361.39
2874,1,2691,341,2,61.27,1.29,60.4,14.2,154.22
2875,5,5582,345,4,64.99,1.45,58.8,34.3,617.01
2876,1,1159,327,1,44.54,1.08,51.4,29.7,102.64
2877,3,3851,287,0,56.07,1.9,46.0,20.7,148.35
2878,4,8382,291,2,49.59,1.99,56.1,33.1,360.46
2879,4,9048,333,3,54.17,1.87,87.4,36.8,429.95
2880,6,9519,288,4,83.75,4.84,51.9,34.9,489.43
2881,6,8905,245,3,52.94,2.18,70.2,32.0,797.95
2882,7,12973,317,3,56.6,1.47,52.9,32.8,562.54
2883,7,9317,275,3,52.62,3.08,68.1,28.8,575.53
2884,7,10953,318,4,58.21,1.8,63.7,40.1,676.53
2885,6,10459,291,2,58.95,2.7,56.1,41.1,594.8
2886,6,8561,287,3,69.31,2.81,64.1,33.1,508.13
2887,7,10236,292,4,52.2,2.53,70.9,30.4,685.86
2888,7,10344,250,4,56.58,3.16,57.3,37.9,755.27
2889,6,12475,256,4,73.5,2.81,54.3,24.8,816.34
2890,6,13357,270,3,58.51,2.67,64.5,42.1,573.14
2891,6,10792,239,3,49.1,1.88,76.0,41.1,579.62
2892,8,12708,293,4,52.65,2.11,39.8,40.0,763.08
2893,7,11100,260,5,68.18,4.4,41.3,30.6,807.74
2894,6,10893,223,4,64.06,3.44,73.4,30.5,879.72
2895,6,10200,246,7,47.8,3.77,50.0,18.1,973.64
2896,6,10969,264,4,72.3,4.45,71.4,25.9,734.79
2897,9,15470,244,6,53.22,3.09,48.4,43.9,998.6
2898,8,13177,265,5,59.36,3.28,50.8,29.8,954.64
2899,7,12436,267,4,57.66,2.6,68.9,53.1,729.19
2900,9,14977,318,7,56.38,3.35,65.3,34.0,1199.45
2901,7,12469,278,6,58.21,3.39,42.9,26.6,983.8
2902,6,11173,192,3,53.99,3.4,63.6,34.7,464.62
2903,10,17868,228,5,59.59,4.18,48.4,43.1,968.65
2904,8,11804,227,5,57.23,4.08,61.7,46.9,713.01
2905,8,16956,249,5,46.63,4.26,57.2,33.9,916.99
2906,9,16088,201,4,62.08,3.24,54.4,30.9,764.09
2907,10,18090,211,7,61.21,3.91,49.1,35.3,1192.26
2908,9,17153,187,4,60.19,4.12,36.4,47.6,817.45
2909,7,12738,203,5,69.49,4.96,48.9,47.1,869.48
2910,10,16118,202,7,61.59,4.13,64.8,35.2,983.59
2911,8,13632,207,6,57.96,4.04,62.0,34.8,977.06
2912,12,19699,178,7,70.33,4.72,46.5,55.1,1320.94
2913,9,17654,240,8,52.13,4.12,69.8,43.9,1452.33
2914,6,12219,222,5,53.34,4.53,60.9,27.3,1073.74
2915,10,18897,162,8,41.03,4.57,64.0,30.5,1534.02
2916,13,18258,200,7,69.86,4.21,44.1,40.6,1261.76
2917,12,20122,150,9,55.18,4.18,78.3,50.6,1590.43
2918,13,23741,235,8,59.65,4.53,62.4,33.8,1568.3
2919,9,17024,241,8,45.86,4.38,75.1,39.4,1363.73
2920,12,19771,187,9,49.56,3.93,49.1,40.9,1533.91
2921,9,16520,161,7,45.0,5.09,34.8,31.9,1207.78
2922,11,15453,164,8,59.85,5.06,45.4,37.9,1419.8
2923,9,16167,168,6,57.04,4.45,69.2,44.8,1000.24
2924,10,20561,176,6,68.68,4.46,43.2,44.0,1128.86
2925,10,18236,217,8,56.34,5.19,74.7,48.1,1219.18
2926,12,20903,202,9,72.62,5.88,48.1,37.3,1781.56
2927,12,18237,199,6,77.28,5.59,61.4,30.4,1148.87
2928,12,19379,172,8,66.47,5.73,59.6,45.3,1482.42
2929,9,20145,129,7,65.88,5.05,53.0,37.7,1211.31
2930,11,21821,137,9,60.09,5.48,53.1,37.9,1521.44
2931,11,19084,158,8,70.89,5.28,44.9,25.9,1450.37
2932,13,22709,114,7,65.81,5.11,80.3,52.7,1461.88
2933,14,24901,157,8,63.11,5.62,63.0,24.2,1520.09
2934,14,23241,170,9,56.19,5.14,37.3,53.5,1711.72
2935,11,18564,158,9,57.8,5.28,40.5,47.1,1558.58
2936,8,17866,153,6,55.14,5.5,63.1,40.6,902.43
2937,10,21499,79,8,62.56,5.63,56.6,39.2,1354.44
2938,15,27663,171,9,38.0,5.86,34.9,31.6,1649.86
2939,12,24578,82,9,50.92,4.89,87.2,30.9,1613.37
2940,12,21025,122,8,55.96,5.51,30.0,37.1,1502.05
2941,15,27132,142,10,49.49,6.81,51.2,64.6,1804.71
2942,15,26732,132,9,51.95,8.07,56.9,57.4,1711.43
2943,3,3469,327,3,67.79,1.28,48.5,24.3,488.63
2944,3,3372,330,1,57.88,1.26,67.0,20.9,175.9
2945,3,2924,365,0,51.36,1.12,62.9,26.8,237.69
2946,4,678,365,0,37.39,0.78,58.4,34.5,213.04
2947,6,9573,315,3,53.17,1.08,55.9,34.2,785.55
2948,4,6060,356,2,47.26,2.4,63.2,16.6,376.69
2949,5,4629,297,3,44.37,1.21,54.2,41.2,497.56
2950,6,8855,359,3,64.39,2.39,38.6,35.6,384.5
2951,2,2809,310,2,59.52,1.39,68.3,19.7,546.98
2952,5,6587,335,2,49.84,1.52,77.7,32.6,489.45
2953,4,4952,328,3,60.07,1.76,57.7,37.5,595.65
2954,1,3535,359,0,56.15,1.76,58.0,24.8,208.76
2955,2,2820,329,0,49.24,1.43,56.3,27.3,92.52
2956,4,5000,298,2,68.99,2.02,40.9,40.0,327.42
2957,6,10878,323,2,54.41,1.36,50.2,26.8,568.91
2958,6,9047,365,2,57.54,2.36,66.3,24.1,455.54
2959,6,9184,328,4,55.63,2.34,59.8,28.2,536.56
2960,9,14179,301,5,54.94,2.66,77.3,44.7,1110.19
2961,4,6274,274,3,53.66,2.13,65.7,35.7,408.81
2962,6,9063,278,4,48.47,2.79,51.9,33.3,644.62
2963,6,10314,315,2,56.62,2.69,64.9,25.2,556.39
2964,5,6433,265,4,65.94,2.59,54.4,44.2,477.28
2965,6,10412,288,3,59.11,3.59,37.0,22.7,607.69
2966,4,6636,329,2,53.28,2.89,69.3,24.3,423.47
2967,9,15188,287,3,60.18,2.49,62.9,32.4,825.15
2968,6,11215,247,5,64.12,3.54,90.0,40.5,898.7
2969,10,15907,343,4,62.3,3.08,50.4,38.6,950.91
2970,7,9410,327,3,70.62,3.79,65.6,47.2,728.07
2971,8,12955,286,4,57.95,2.02,47.9,42.4,944.93
2972,7,10279,306,4,58.09,2.87,46.4,26.6,712.14
2973,7,12125,256,4,60.47,2.95,84.8,31.5,658.71
2974,6,7642,282,5,62.72,2.23,32.1,27.7,743.96
2975,8,11339,244,5,59.04,3.33,56.3,47.1,980.57
2976,8,15569,213,6,58.16,3.14,77.7,42.8,1009.28
2977,7,13364,325,5,53.2,2.45,38.2,21.3,817.8
2978,8,13614,202,4,69.31,3.14,50.6,40.2,905.4
2979,7,11672,250,4,58.93,4.27,67.6,33.5,815.32
2980,12,17634,244,9,52.35,4.15,42.3,33.8,1715.3
2981,8,14850,248,7,56.33,3.39,60.7,29.4,1185.84
2982,11,17725,228,8,56.68,3.43,47.2,40.3,1453.39
2983,9,18385,222,7,51.49,4.36,72.8,20.3,1158.06
2984,9,15878,226,6,67.68,2.99,72.3,39.8,866.81
2985,7,13933,234,5,58.16,4.32,51.0,34.7,825.14
2986,8,13052,217,6,53.22,3.16,30.0,34.0,965.41
2987,10,17084,213,8,56.93,4.95,62.9,40.3,1223.82
2988,12,20380,173,7,44.25,4.5,69.0,42.2,1336.46
2989,10,17291,269,7,67.25,3.33,63.0,31.0,1331.2
2990,12,19657,221,6,59.79,4.13,61.5,38.9,1152.64
2991,11,19765,209,6,49.11,4.53,59.9,35.8,1198.7
2992,12,22837,182,10,71.57,3.43,52.6,49.0,1622.0
2993,10,18517,167,7,50.98,4.48,47.5,31.5,1224.08
2994,14,24951,219,9,64.88,4.82,57.1,43.6,1579.32
2995,10,19502,185,7,63.53,3.62,53.7,40.2,1269.68
2996,9,19087,206,5,60.05,5.07,64.8,25.8,1018.0
2997,9,16635,144,6,66.79,4.69,46.2,34.4,1251.0
2998,14,23375,228,7,80.8,5.28,51.3,48.2,1342.5
2999,12,21071,206,8,53.38,4.76,57.4,45.2,1418.38
3000,10,19884,174,8,74.69,4.4,47.2,42.7,1472.48
3001,13,23944,188,9,85.62,6.4,39.6,39.8,1565.87
3002,12,21968,190,10,51.09,4.94,64.0,35.2,1730.19
3003,14,25585,126,9,58.45,5.06,40.6,44.2,1589.48
3004,9,17560,213,4,62.82,5.76,58.5,39.5,879.37
3005,11,22268,173,10,78.73,5.16,62.6,39.6,1699.64
3006,11,22599,134,7,61.66,4.59,73.3,33.0,1410.34
3007,9,19781,120,7,64.1,5.2,83.9,55.6,1123.57
3008,14,25056,180,9,73.29,4.71,72.0,41.6,1688.87
3009,12,23615,154,9,64.38,5.7,47.7,33.3,1545.77
3010,13,22539,159,9,57.94,5.89,52.6,40.4,1435.93
3011,15,26713,141,10,58.17,6.05,59.8,56.9,1737.5
3012,12,23356,108,7,59.51,5.57,55.5,48.6,1245.16
3013,12,21046,150,11,62.36,5.45,58.0,58.3,1842.81
3014,13,25042,126,10,67.24,5.59,71.2,37.9,1632.44
3015,14,23747,129,10,60.8,5.85,57.7,45.6,1769.11
3016,12,22668,199,10,43.58,5.7,67.2,52.1,1681.29
3017,12,23460,151,7,73.45,6.8,42.6,35.6,1384.83
3018,15,25994,150,11,68.14,5.87,61.9,59.3,1872.25
3019,14,26104,202,9,64.4,6.05,36.1,48.3,1491.98
3020,10,21415,128,8,73.18,7.8,69.6,33.6,1452.63
3021,12,22575,118,9,64.28,5.86,53.9,30.3,1503.86
3022,15,28347,91,8,71.77,5.64,39.5,54.2,1669.91
3023,14,25239,96,8,50.54,5.81,52.7,59.8,1518.06
3024,13,28707,46,11,49.4,7.31,61.8,48.7,1846.94
3025,14,26401,128,9,57.27,6.7,41.2,51.2,1700.86
3026,14,24898,64,12,60.84,6.31,45.5,50.1,2064.38
3027,15,26468,127,12,56.86,6.2,51.3,57.4,2032.45
3028,1,2921,364,0,48.11,1.62,66.1,31.8,50.0
3029,2,1876,365,1,73.02,0.63,31.9,5.0,195.52
3030,4,2934,359,4,62.39,0.5,61.6,25.4,459.48
3031,3,5151,365,4,58.14,1.39,53.0,21.1,698.15
3032,4,4582,365,2,57.76,0.76,68.9,29.5,314.05
3033,2,3920,350,3,66.62,0.66,60.9,20.8,388.71
3034,4,6878,320,3,46.1,0.83,72.4,31.6,480.23
3035,6,8422,365,4,68.13,1.66,61.0,34.7,757.43
3036,5,10629,308,3,64.46,1.52,41.5,14.7,546.95
3037,5,4583,287,2,60.75,1.16,61.2,12.6,506.61
3038,4,4833,346,1,57.26,1.93,62.0,34.1,331.57
3039,3,4566,365,1,71.34,1.34,47.7,19.4,158.45
3040,4,9632,314,4,55.68,0.98,49.5,41.7,558.97
3041,7,12672,335,4,51.97,1.22,30.0,40.8,732.9
3042,5,9598,308,2,62.16,1.94,64.8,15.7,511.55
3043,4,5364,340,3,61.73,1.58,54.2,21.6,573.62
3044,4,5674,347,2,57.62,2.1,49.0,29.9,463.46
3045,6,7937,304,3,49.34,2.66,43.8,28.4,574.18
3046,5,6895,279,5,54.51,1.83,49.9,28.6,900.34
3047,6,11599,264,2,54.19,3.53,61.1,23.1,514.78
3048,6,9129,332,4,50.26,2.41,58.0,34.8,660.89
3049,7,10618,267,4,53.25,2.24,51.8,34.2,733.66
3050,8,13237,310,4,71.7,1.71,41.1,42.0,881.26
3051,7,8470,320,3,55.52,2.25,51.6,33.6,790.37
3052,5,8734,279,3,68.49,2.35,45.7,25.0,387.05
3053,5,7100,287,2,62.1,2.9,53.0,31.1,466.6
3054,6,9593,319,4,53.12,2.28,63.1,34.9,559.53
3055,6,9380,259,4,69.09,2.92,49.1,32.0,645.11
3056,5,8328,250,3,53.94,2.85,75.7,39.8,606.81
3057,6,10913,268,3,54.01,3.36,48.7,23.3,611.58
3058,6,10997,311,5,53.24,3.45,35.0,39.3,758.71
3059,6,10425,319,5,43.32,3.14,52.9,22.2,796.1
3060,7,12601,265,4,60.56,3.41,48.3,39.2,852.99
3061,9,13277,243,4,51.76,3.66,90.0,21.6,847.92
3062,8,14492,294,3,77.88,3.42,50.0,33.6,679.84
3063,11,16851,209,8,58.41,3.34,37.2,49.6,1501.94
3064,8,12925,264,6,63.56,3.45,55.5,32.7,1117.65
3065,7,11348,253,6,57.26,4.11,53.0,33.2,961.57
3066,8,13513,290,5,49.6,3.43,41.0,38.1,981.23
3067,8,16816,289,6,64.66,3.81,59.3,17.3,1014.58
3068,9,15250,216,7,50.65,3.19,61.8,40.3,1209.56
3069,11,16118,246,7,44.67,4.33,56.0,34.2,1108.25
3070,7,14638,218,4,49.58,3.92,51.8,41.4,703.15
3071,10,16242,224,5,53.81,3.58,50.6,39.0,1015.47
3072,9,16266,249,6,44.26,3.76,47.5,39.9,967.84
3073,6,11422,218,5,75.34,3.74,39.6,22.2,807.06
3074,10,19141,232,6,59.25,3.9,72.8,46.1,959.12
3075,11,17624,252,7,48.4,4.05,84.3,41.4,1350.24
3076,8,17097,266,5,63.48,3.9,42.7,23.6,1059.37
3077,9,14761,226,7,57.56,3.28,47.8,33.5,1099.25
3078,7,13586,219,4,45.83,5.01,42.0,39.0,601.82
3079,7,16215,179,4,57.77,4.31,65.7,34.7,814.05
3080,11,19302,257,6,74.7,4.39,42.8,47.3,1184.69
3081,9,20147,221,6,61.37,4.28,63.4,34.7,1124.77
3082,8,15271,207,6,43.87,4.83,60.1,45.3,1110.07
3083,10,18596,202,6,69.78,4.47,53.2,50.8,1133.86
3084,9,20003,207,7,47.38,4.37,71.3,23.5,1336.61
3085,9,14964,217,8,67.04,4.45,50.8,42.3,1467.91
3086,12,18603,214,8,55.42,5.33,55.0,55.7,1631.31
3087,9,16357,233,7,58.56,4.85,40.4,41.4,1406.16
3088,9,18860,190,5,69.96,4.78,30.0,37.2,888.51
3089,11,17760,232,7,58.75,4.66,67.7,31.0,1386.98
3090,12,22406,207,8,63.8,4.79,47.6,41.1,1458.97
3091,13,23725,168,8,59.95,5.62,68.9,41.5,1288.96
3092,10,22582,113,6,58.46,4.74,50.8,46.6,1171.81
3093,13,24818,164,10,48.09,5.58,53.7,53.5,1648.5
3094,10,20331,204,7,59.32,5.68,57.5,38.2,1239.89
3095,14,26714,132,10,47.25,5.48,48.5,40.0,1645.89
3096,10,20773,155,7,58.09,5.33,35.6,22.5,1370.5
3097,14,24210,154,11,55.19,4.76,44.5,52.3,1790.38
3098,11,19673,175,8,65.85,5.88,43.6,45.6,1326.24
3099,15,25471,131,11,69.6,4.83,54.6,32.9,2034.02
3100,13,24000,113,8,64.17,5.78,68.4,49.7,1507.5
3101,11,22058,153,8,64.84,5.8,46.3,48.5,1579.44
3102,12,19882,111,9,54.67,6.21,53.8,21.6,1648.81
3103,14,25381,72,11,61.01,5.5,57.9,39.5,1989.98
3104,15,27043,180,10,44.94,5.53,45.5,69.5,1695.69
3105,13,25511,150,9,51.55,6.32,59.6,46.2,1634.86
3106,13,27265,176,10,53.35,6.04,68.2,64.0,1902.8
3107,14,26393,143,8,57.59,5.17,59.7,49.5,1411.19
3108,14,24841,135,7,46.95,6.22,54.4,56.6,1401.03
3109,12,21213,122,8,49.8,7.2,44.9,41.4,1430.04
3110,12,25061,103,10,64.78,6.62,53.6,38.5,1707.44
3111,3,2296,365,3,44.58,0.5,46.0,13.0,556.17
3112,5,7525,342,2,50.54,1.36,48.0,34.2,453.56
3113,6,9611,325,2,67.2,1.67,53.5,25.0,682.75
3114,5,4134,343,4,66.82,0.5,52.5,22.2,444.48
3115,4,6216,365,2,53.12,1.18,67.4,15.4,131.42
3116,5,8659,309,2,56.33,2.05,47.9,30.2,415.06
3117,3,5939,307,3,57.18,0.69,59.7,32.0,607.64
3118,4,2555,359,4,56.03,1.36,49.4,26.0,624.39
3119,3,3355,325,3,59.66,1.47,44.1,23.3,437.89
3120,2,1650,348,0,54.73,1.44,62.3,36.2,50.0
3121,5,8045,361,2,59.04,2.39,60.0,17.0,409.42
3122,5,8105,339,4,50.05,2.44,47.8,44.4,627.05
3123,6,4728,304,4,61.01,1.72,30.0,21.2,703.03
3124,6,8414,359,3,59.4,1.42,68.4,31.0,585.84
3125,5,9091,337,3,46.81,2.69,64.3,32.9,629.1
3126,6,9402,313,5,55.83,2.49,68.9,39.8,796.44
3127,5,8289,309,5,52.34,2.14,69.5,17.2,714.78
3128,6,8813,319,4,44.98,2.53,55.2,33.3,721.82
3129,4,5462,296,2,55.14,2.57,50.0,23.1,398.09
3130,6,9559,252,3,54.36,1.89,33.5,39.9,477.39
3131,7,10953,322,6,48.71,2.08,56.6,29.0,1037.42
3132,5,9488,317,5,55.04,2.43,49.6,14.5,673.57
3133,6,10900,225,4,53.93,1.51,45.6,34.9,785.25
3134,5,8874,307,3,70.27,2.35,38.7,29.7,507.37
3135,6,11812,338,5,64.11,2.25,42.6,46.2,726.24
3136,5,8498,250,5,64.51,2.79,38.8,37.7,1077.22
3137,8,10584,279,3,69.71,2.19,66.9,29.0,690.58
3138,8,13556,273,5,59.67,3.01,68.4,43.8,1025.71
3139,8,13120,326,6,59.62,2.96,46.1,36.8,1032.68
3140,10,16165,307,6,54.81,2.85,69.7,45.7,1251.26
3141,7,10148,241,4,48.35,5.26,56.2,27.9,833.7
3142,12,20956,272,7,69.5,3.45,72.6,41.0,1292.43
3143,7,13426,328,5,61.38,3.08,62.2,39.2,977.18
3144,8,13218,238,4,61.27,3.27,62.6,41.8,918.86
3145,7,11272,251,5,55.58,3.04,57.9,17.1,838.36
3146,8,15626,263,6,71.94,3.1,46.3,40.6,1038.52
3147,9,13692,225,5,52.87,4.32,39.2,31.2,1168.98
3148,8,17672,293,5,61.02,3.5,57.5,37.9,939.67
3149,11,17095,222,6,56.44,3.67,53.9,28.8,1271.3
3150,9,18421,189,5,55.96,3.76,86.2,45.1,1042.76
3151,9,15788,209,7,37.08,4.11,64.0,43.4,1309.23
3152,8,17326,242,5,65.98,3.7,44.9,29.4,1019.83
3153,10,16343,196,7,53.81,3.8,54.0,43.2,967.41
3154,9,16408,225,6,63.02,4.57,50.6,37.7,1027.15
3155,8,16522,229,5,54.26,3.43,54.5,40.8,889.85
3156,8,16398,174,7,65.42,4.32,39.3,24.9,1189.28
3157,14,24346,191,9,53.51,3.86,65.9,38.3,1552.05
3158,9,16054,216,5,64.75,3.32,50.3,32.1,949.21
3159,8,15847,223,5,58.72,4.36,62.9,35.6,794.35
3160,9,18883,183,7,73.59,3.87,47.8,51.1,998.09
3161,10,17377,198,8,67.1,3.91,50.2,41.4,1628.55
3162,11,20629,181,9,75.4,5.95,62.1,49.6,1477.07
3163,11,19531,209,7,62.1,4.97,30.1,35.0,1407.5
3164,12,21459,201,8,53.97,5.03,66.8,39.4,1529.84
3165,10,18967,171,7,48.62,4.77,72.6,34.6,1198.45
3166,11,18948,195,8,52.25,4.25,72.4,40.4,1552.55
3167,9,17429,165,6,56.85,4.82,46.6,43.3,990.74
3168,10,19372,188,8,51.02,4.8,58.6,37.3,1352.5
3169,10,19091,186,7,56.81,4.06,49.6,37.6,1301.08
3170,9,20539,239,7,58.28,6.0,37.2,42.6,1203.2
3171,13,24630,155,9,58.34,5.13,56.1,41.9,1584.23
3172,13,23685,157,9,64.15,4.83,37.5,39.8,1404.64
3173,13,22195,139,8,56.16,5.36,62.2,43.3,1556.96
3174,12,21039,124,8,50.12,4.69,64.8,58.6,1531.49
3175,13,26526,139,11,54.13,4.96,70.5,53.0,1792.0
3176,9,17340,170,8,62.08,6.24,61.1,53.2,1413.46
3177,13,23916,170,9,66.73,5.27,50.0,35.6,1625.06
3178,12,23176,154,8,54.01,5.57,52.7,47.1,1550.51
3179,13,23503,133,7,64.47,5.7,56.5,43.0,1438.38
3180,13,22602,123,8,67.61,5.64,72.6,43.5,1450.31
3181,11,20618,108,8,64.09,5.51,72.7,29.7,1609.7
3182,10,19910,115,7,51.67,6.98,54.0,50.4,1151.01
3183,12,22156,91,8,57.49,5.53,66.8,31.0,1137.52
3184,14,27747,167,10,53.49,5.53,48.8,55.1,1497.93
3185,14,25831,179,9,56.16,6.27,60.2,44.8,1684.53
3186,11,21549,63,8,43.97,5.43,50.8,34.7,1173.51
3187,12,23785,128,8,68.88,6.64,57.9,36.4,1376.63
3188,12,24762,124,8,51.72,6.1,45.1,44.4,1551.99
3189,13,24578,118,11,58.6,6.34,38.0,43.1,1588.77
3190,12,25383,90,9,56.72,6.5,40.0,44.0,1535.92
3191,12,22213,136,8,49.75,6.23,62.0,28.1,1432.46
3192,13,27167,116,10,50.68,6.91,41.6,29.5,1565.93
3193,14,26732,131,8,61.87,6.85,50.9,33.4,1545.27
3194,1,1128,343,0,65.75,1.26,65.7,28.4,50.0
3195,3,2650,321,3,62.6,0.5,68.4,37.6,541.41
3196,5,4338,365,3,55.15,0.93,43.2,27.9,554.88
3197,1,500,328,1,59.62,1.12,30.0,28.0,111.09
3198,3,2861,365,3,58.18,2.09,45.4,28.8,516.17
3199,5,7377,288,3,60.5,0.57,57.4,39.4,686.99
3200,3,2788,334,1,54.52,1.03,63.1,35.6,378.02
3201,3,2132,324,3,66.46,2.02,40.8,16.1,539.85
3202,6,6826,329,2,66.53,1.08,33.8,33.5,562.15
3203,4,5303,344,2,50.87,1.27,44.1,34.9,334.3
3204,6,7852,346,3,46.48,2.49,48.8,38.9,573.75
3205,5,7112,349,3,61.09,1.91,80.1,36.1,606.85
3206,4,7744,350,2,50.99,2.2,56.3,27.7,424.63
3207,5,9404,319,1,50.1,2.21,62.8,35.4,381.07
3208,5,10673,365,1,50.45,1.98,68.2,18.6,464.19
3209,7,7763,359,4,58.74,2.05,49.6,23.0,748.41
3210,4,5451,304,2,51.9,2.52,56.2,40.1,252.0
3211,5,9073,307,2,63.06,1.7,58.0,38.7,350.9
3212,5,7479,297,2,73.91,3.07,62.3,42.7,460.84
3213,7,11941,316,4,45.51,1.98,53.5,32.8,722.73
3214,4,7451,273,4,54.05,2.81,67.5,20.2,517.2
3215,7,13199,277,4,68.67,2.6,68.2,32.5,755.73
3216,7,12619,229,6,41.04,2.2,51.6,49.5,926.06
3217,4,9182,279,2,52.3,2.79,64.1,21.3,458.57
3218,8,11862,320,5,51.5,2.66,59.7,34.6,1072.0
3219,10,14824,281,7,69.41,1.77,86.9,49.7,1356.73
3220,8,12202,281,5,45.02,2.66,65.8,36.6,827.27
3221,9,11736,288,5,60.54,2.15,59.6,34.9,897.82
3222,7,13938,246,4,66.67,3.1,48.2,40.0,606.08
3223,4,9338,275,4,63.77,2.83,42.6,24.2,752.01
3224,4,7837,297,4,38.32,3.41,61.3,31.8,653.79
3225,8,15337,273,5,51.12,2.75,34.5,16.7,1079.87
3226,6,10169,290,4,51.57,2.53,74.5,18.0,780.87
3227,6,8448,296,3,69.84,2.69,30.3,30.1,555.46
3228,7,14006,276,5,49.72,4.29,42.6,44.7,702.48
3229,9,13112,231,5,71.64,4.86,67.0,36.7,990.64
3230,6,11226,239,4,65.27,4.4,54.6,31.6,930.62
3231,7,13119,305,5,56.85,2.68,57.2,36.0,965.33
3232,10,17078,254,8,67.82,2.81,46.8,36.7,1347.22
3233,6,13063,248,4,53.45,3.02,53.5,19.1,804.38
3234,10,17551,214,5,54.91,3.99,63.2,45.5,1073.18
3235,8,15330,231,4,61.51,4.78,45.0,38.1,926.91
3236,9,14609,253,5,42.94,4.23,51.9,40.7,874.6
3237,10,17526,230,7,69.66,5.92,55.1,31.1,1283.5
3238,10,14962,210,5,48.88,3.44,51.8,52.2,851.27
3239,10,19698,214,5,44.49,3.83,64.0,36.6,812.78
3240,7,11786,254,5,74.43,4.09,60.5,45.4,950.18
3241,11,18260,236,8,59.74,4.54,53.7,25.1,1524.8
3242,8,13292,230,4,58.22,3.9,34.5,32.6,800.42
3243,10,16800,221,5,53.91,4.48,69.2,52.2,991.15
3244,10,18005,170,6,52.84,4.46,43.9,38.9,1154.98
3245,10,17282,211,7,70.09,4.43,76.3,20.4,1355.53
3246,10,19926,231,7,54.7,4.25,44.9,32.3,1329.63
3247,9,17485,188,6,55.06,4.59,58.0,40.2,1112.86
3248,8,15341,223,7,44.72,4.53,62.6,47.5,1228.78
3249,12,20770,206,8,56.14,4.26,52.6,41.7,1522.13
3250,11,21735,211,7,58.98,5.17,58.7,50.8,1172.69
3251,12,22558,185,6,47.58,5.56,51.6,47.2,1253.7
3252,11,18512,204,7,60.04,4.99,77.7,38.7,1151.24
3253,9,16889,131,8,55.38,4.93,57.4,44.3,1427.69
3254,12,22312,174,8,67.73,5.38,53.6,51.7,1524.75
3255,11,21020,192,7,74.42,5.14,57.9,39.7,1286.12
3256,12,20249,176,8,54.03,5.7,68.6,38.2,1421.51
3257,10,20639,197,7,55.93,5.23,59.7,27.1,1355.04
3258,14,23069,157,10,42.29,5.52,57.2,51.3,1787.41
3259,10,21651,143,8,56.18,6.14,37.8,35.4,1385.77
3260,11,21779,108,7,47.69,5.96,68.9,46.2,1313.47
3261,12,20622,146,9,47.45,5.32,59.2,46.3,1600.89
3262,10,19261,166,8,56.94,6.02,49.7,42.8,1476.96
3263,13,23060,167,8,59.04,5.07,58.9,44.7,1319.11
3264,15,26610,100,10,63.5,5.55,71.7,39.8,1788.53
3265,12,22554,175,9,63.77,6.12,63.6,47.8,1357.68
3266,13,22567,104,10,63.22,6.59,78.6,52.7,1760.08
3267,9,17484,127,5,65.33,7.5,65.5,56.6,895.9
3268,13,25289,112,9,59.89,5.91,31.8,41.2,1614.29
3269,12,23784,139,8,62.87,5.98,70.1,35.6,1362.8
3270,12,23648,125,8,50.39,6.0,34.1,34.7,1358.16
3271,15,27631,139,9,39.79,5.52,71.2,49.6,1636.54
3272,13,23987,172,10,49.5,6.43,65.6,52.4,1728.19
3273,13,25326,125,10,49.69,5.61,75.2,53.1,1788.64
3274,13,28993,92,11,65.22,6.89,60.3,58.6,1766.3
3275,1,2962,365,0,55.18,1.67,58.4,25.1,53.82
3276,1,857,365,1,51.88,0.73,69.9,12.4,200.52
3277,5,5530,365,3,57.67,0.54,40.9,31.9,510.99
3278,1,500,365,2,68.26,1.21,55.5,5.2,317.94
3279,2,4498,304,2,58.11,1.02,52.2,21.2,190.34
3280,3,5365,361,2,66.75,1.22,49.8,22.6,269.65
3281,6,7059,339,2,65.53,1.42,48.2,35.7,585.95
3282,5,4662,323,2,66.2,0.98,56.9,33.5,216.58
3283,3,2812,339,2,56.91,2.35,63.6,20.1,326.03
3284,6,8902,341,4,67.05,1.25,72.8,26.3,726.95
3285,3,4591,316,0,71.37,2.09,51.6,26.5,144.41
3286,6,9587,335,2,55.1,1.31,50.6,35.8,508.21
3287,3,5170,321,3,56.99,1.83,30.0,31.9,457.83
3288,6,10180,345,2,45.72,2.08,72.6,28.1,442.01
