UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Machine_Age_Years,Operating_Hours,Days_Since_Last_Maintenance,Maintenance_Count_Last_Year,Energy_Consumption_kWh,Vibration_Level_mm_s,Humidity_Percent,Ambient_Dust_Level_ug_m3,Maintenance_Cost_USD
1128,M15987,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,9,15521,189,6,54.34,4.42,57.9,32.2,1148.39
1129,M15988,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0,8,15522,206,5,56.58,4.49,43.7,39.4,913.21
1130,L48309,L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0,6,11412,265,7,58.0,3.99,61.9,24.1,1058.0
1131,L48310,L,296.8,307.9,1413,46.5,121,0,0,0,0,0,0,8,12558,265,5,63.92,3.6,57.9,50.5,922.57
1132,L48311,L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,9,14030,243,7,44.78,4.2,59.9,27.1,1158.28
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0,8,14598,248,6,68.18,3.79,50.5,34.8,1150.51
1134,M15993,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,11,16937,158,7,64.72,4.85,34.5,51.5,1353.04
1135,M15994,M,296.9,307.8,1426,50.7,130,0,0,0,0,0,0,9,16128,181,6,69.1,5.0,34.8,40.3,1111.7
1136,L48315,L,296.9,307.9,1535,39.2,133,0,0,0,0,0,0,12,22882,196,7,52.22,4.65,63.2,41.2,1213.8
1137,L48316,L,296.9,307.8,1557,38.1,135,0,0,0,0,0,0,10,16007,275,5,60.95,3.76,41.9,49.2,941.54
1138,L48317,L,296.9,307.8,1653,29.7,137,0,0,0,0,0,0,10,17741,191,7,42.76,4.16,45.4,32.6,1180.23
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,10,21453,221,7,45.65,4.34,65.1,37.7,1206.37
1140,M15999,M,297.0,307.9,1569,33.3,141,0,0,0,0,0,0,10,18957,207,7,49.13,4.07,30.0,27.1,1260.6
1141,M16000,M,296.9,307.9,1385,44.8,144,0,0,0,0,0,0,13,21528,203,8,67.96,4.41,35.7,53.1,1640.56
1142,L48321,L,297.0,307.9,1635,31.6,147,0,0,0,0,0,0,7,14780,188,6,60.58,4.76,64.5,38.5,1020.27
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0,7,15749,150,4,52.88,4.95,56.0,38.5,624.94
1144,L48323,L,297.0,307.9,1479,39.2,151,0,0,0,0,0,0,10,21339,103,8,49.87,5.38,31.1,41.0,1430.71
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,11,19289,220,6,85.43,6.78,49.7,42.7,1027.81
1146,L48325,L,297.0,307.8,1553,33.3,155,0,0,0,0,0,0,12,20239,161,8,51.06,4.69,57.1,44.9,1488.03
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,12,19397,121,9,67.75,4.25,41.8,46.4,1518.88
1148,M16007,M,297.1,308.0,1690,25.6,159,0,0,0,0,0,0,10,19310,187,6,52.11,5.11,37.6,41.0,1179.87
1149,L48328,L,297.1,308.0,1348,58.0,162,0,0,0,0,0,0,13,20781,183,9,77.0,4.79,34.7,38.5,1655.17
1150,L48329,L,297.2,308.1,1446,38.5,164,0,0,0,0,0,0,13,22284,191,8,52.23,4.96,65.2,27.9,1499.5
1151,L48330,L,297.1,307.9,1456,50.0,166,0,0,0,0,0,0,12,20507,199,8,69.06,4.83,67.5,60.7,1338.09
1152,L48331,L,297.0,307.9,1350,47.7,168,0,0,0,0,0,0,13,24771,136,8,73.26,4.9,64.1,40.8,1420.1
1153,L48332,L,297.1,307.9,1507,38.3,170,0,0,0,0,0,0,12,21287,135,8,57.79,5.57,69.8,42.6,1493.41
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,11,21535,149,10,62.53,5.24,70.4,50.9,1660.23
1155,L48334,L,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,13,21159,177,8,49.12,6.17,36.8,48.7,1664.33
1156,H30569,H,297.0,307.9,1846,27.3,179,0,0,0,0,0,0,12,22652,87,6,44.25,4.88,67.0,32.6,1216.07
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,12,20875,148,7,52.2,6.19,56.3,34.7,1399.87
1158,L48337,L,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,15,25867,166,10,52.77,5.44,77.8,57.0,1762.0
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,9,22712,163,7,56.25,5.71,90.0,42.8,1116.38
1160,L48339,L,297.0,307.8,1609,35.6,193,0,0,0,0,0,0,11,23283,155,9,48.46,6.04,52.7,37.9,1636.47
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,11,21782,163,9,36.69,6.35,51.3,41.7,1449.79
1162,L48341,L,297.0,307.8,1316,61.2,200,1,0,0,0,1,0,12,28198,43,8,70.91,8.5,50.4,44.3,1298.63
1163,L48342,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0,13,23317,171,7,75.77,8.54,55.9,48.0,1227.37
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0,11,24128,130,7,61.31,5.96,57.8,45.4,1316.98
1165,L48344,L,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,12,21371,158,9,52.02,7.02,86.7,40.9,1493.26
1166,L48345,L,297.1,308.1,1487,34.6,208,0,0,0,0,0,0,12,23394,80,7,57.28,6.47,56.7,49.6,1168.99
1167,M16026,M,297.1,308.1,1506,37.7,210,0,0,0,0,0,0,15,25428,60,10,64.96,4.75,49.8,54.8,1992.41
1168,L48347,L,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,15,27971,163,12,79.05,8.32,55.2,57.0,1821.63
1169,L48348,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0,13,25359,79,10,57.6,6.16,45.1,52.2,1678.98
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0,13,24904,95,9,58.25,6.25,34.9,52.0,1762.21
1171,M16030,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0,12,25893,118,8,47.15,6.77,53.2,40.4,1445.94
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,11,22339,122,8,62.97,6.68,83.0,41.0,1646.24
1173,L48352,L,297.1,308.1,1446,36.6,227,0,0,0,0,0,0,14,27505,125,10,53.85,6.32,65.7,41.2,1838.29
1174,H30587,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0,13,27136,97,10,57.54,7.46,49.2,47.6,1602.11
1175,M16034,M,297.1,308.1,1352,44.4,0,0,0,0,0,0,0,3,1375,333,2,59.81,0.5,59.2,19.6,435.01
1176,M16035,M,297.2,308.3,1578,37.8,3,0,0,0,0,0,0,1,500,365,1,52.98,0.5,85.2,25.8,103.38
1177,M16036,M,297.2,308.3,1429,42.0,6,0,0,0,0,0,0,2,2751,365,1,47.57,0.59,57.4,33.6,174.61
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0,4,6150,300,3,56.17,1.43,44.3,28.0,419.56
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,4,7472,365,2,82.62,1.46,55.8,23.7,334.64
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,4,5106,274,3,67.73,0.92,62.7,32.0,592.5
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,2,2645,365,0,59.7,1.08,60.0,32.3,50.0
1182,L48361,L,297.2,308.3,1379,52.1,21,0,0,0,0,0,0,5,5636,321,3,65.11,1.5,72.4,24.0,366.5
1183,L48362,L,297.3,308.3,1410,48.1,23,0,0,0,0,0,0,3,5130,359,3,60.49,1.02,56.2,26.9,521.01
1184,L48363,L,297.3,308.4,1513,40.5,25,0,0,0,0,0,0,5,6679,350,2,67.27,2.0,30.0,32.5,415.5
1185,L48364,L,297.3,308.5,1497,47.5,27,0,0,0,0,0,0,4,5604,331,1,59.79,2.44,60.7,25.8,371.97
1186,L48365,L,297.3,308.4,1491,46.5,29,0,0,0,0,0,0,2,3564,344,1,64.41,1.62,59.8,28.1,123.3
1187,L48366,L,297.3,308.4,1417,47.8,31,0,0,0,0,0,0,4,7022,325,4,72.72,1.93,59.1,14.9,742.2
1188,M16047,M,297.4,308.6,1522,38.0,33,0,0,0,0,0,0,5,6639,347,1,57.65,1.86,44.8,32.8,391.47
1189,L48368,L,297.3,308.4,1339,52.1,36,0,0,0,0,0,0,6,7662,365,4,65.51,2.56,78.9,46.3,771.61
1190,M16049,M,297.2,308.3,1794,27.5,38,0,0,0,0,0,0,5,8358,279,2,57.46,2.9,42.0,34.5,305.01
1191,L48370,L,297.2,308.4,1460,42.1,41,0,0,0,0,0,0,7,5706,220,4,60.15,1.83,43.2,34.3,754.04
1192,M16051,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0,7,9429,301,4,52.82,2.07,52.3,24.3,850.28
1193,M16052,M,297.2,308.3,1431,43.7,46,0,0,0,0,0,0,5,6343,295,4,68.37,2.56,70.9,27.3,624.65
1194,L48373,L,297.1,308.2,1347,50.8,49,0,0,0,0,0,0,7,12410,295,4,53.2,2.38,71.4,36.5,550.2
1195,M16054,M,297.0,308.1,1507,43.1,51,0,0,0,0,0,0,8,11234,276,6,63.19,1.8,62.7,36.7,972.3
1196,M16055,M,297.0,308.0,1408,47.9,54,0,0,0,0,0,0,9,12389,326,6,60.4,1.43,65.7,28.1,985.18
1197,M16056,M,297.0,307.9,1493,34.7,57,0,0,0,0,0,0,4,7292,255,3,52.59,2.11,39.4,30.0,459.3
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0,5,7807,307,3,65.02,2.64,34.6,23.1,415.51
1199,H30612,H,296.9,307.9,1557,36.5,63,0,0,0,0,0,0,8,11831,309,5,52.83,2.36,50.5,31.4,997.43
1200,M16059,M,296.9,307.9,1979,20.4,68,0,0,0,0,0,0,5,9206,293,4,49.19,2.15,65.6,37.2,740.82
1201,M16060,M,296.9,308.0,1430,55.9,71,0,0,0,0,0,0,5,8562,294,2,73.69,2.47,65.9,28.1,349.19
1202,L48381,L,296.9,308.0,1658,41.0,74,0,0,0,0,0,0,6,9886,305,4,62.79,3.75,44.6,26.8,676.69
1203,M16062,M,297.0,308.1,1355,51.4,76,0,0,0,0,0,0,7,10305,275,4,67.14,2.32,43.3,26.1,672.68
1204,H30617,H,297.0,308.1,1410,47.6,79,0,0,0,0,0,0,7,10224,260,4,63.4,2.8,69.0,28.3,808.63
1205,L48384,L,296.9,308.0,1521,34.5,84,0,0,0,0,0,0,6,11071,279,3,53.38,2.82,57.3,27.7,499.79
1206,L48385,L,296.8,308.0,1371,54.5,86,0,0,0,0,0,0,6,11530,280,3,70.01,4.11,30.1,38.9,514.41
1207,H30620,H,296.9,308.0,1318,53.5,88,0,0,0,0,0,0,6,9018,286,5,63.21,2.44,41.5,31.7,849.99
1208,M16067,M,297.0,308.1,1573,34.9,93,0,0,0,0,0,0,6,12525,202,4,61.36,2.91,60.8,41.6,635.24
1209,L48388,L,297.0,308.1,1489,44.1,96,0,0,0,0,0,0,11,18666,244,8,61.57,3.41,40.8,32.7,1567.66
1210,H30623,H,297.0,308.1,2540,13.3,98,0,0,0,0,0,0,8,15472,215,5,48.05,3.51,43.2,46.3,848.01
1211,L48390,L,297.0,308.1,1537,39.0,103,0,0,0,0,0,0,9,15885,258,5,60.13,4.12,43.6,36.8,1033.26
1212,H30625,H,296.9,308.0,1416,46.9,105,0,0,0,0,0,0,8,15281,261,6,62.88,4.11,65.5,34.2,1128.25
1213,L48392,L,296.9,307.9,1359,56.5,110,0,0,0,0,0,0,8,17828,225,4,77.45,3.38,54.9,34.1,659.64
1214,M16073,M,296.8,307.8,1551,38.9,112,0,0,0,0,0,0,8,14188,209,6,62.75,3.94,75.1,54.1,1013.71
1215,M16074,M,296.8,307.8,1694,33.0,115,0,0,0,0,0,0,5,9606,245,4,55.57,3.77,49.9,26.2,592.92
1216,L48395,L,296.8,307.9,1709,28.4,118,0,0,0,0,0,0,7,11409,219,6,55.89,3.7,52.5,50.6,1090.51
1217,L48396,L,296.9,308.0,1514,41.0,120,0,0,0,0,0,0,6,15234,264,6,60.79,4.49,59.0,38.9,952.29
1218,L48397,L,297.0,308.1,1455,43.5,122,0,0,0,0,0,0,6,15343,272,3,55.2,4.16,47.5,23.2,689.04
1219,M16078,M,297.0,308.2,1702,30.7,124,0,0,0,0,0,0,7,12593,246,5,57.61,4.88,35.8,26.3,1043.18
1220,M16079,M,296.9,308.1,1357,41.8,127,0,0,0,0,0,0,11,17824,220,6,48.47,4.39,50.8,43.5,1332.62
1221,L48400,L,297.0,308.2,1577,29.4,130,0,0,0,0,0,0,9,16164,264,8,32.53,4.69,46.0,38.8,1212.7
1222,M16081,M,297.0,308.3,1399,46.4,132,0,0,0,0,0,1,12,22176,214,7,66.23,2.92,53.5,40.8,1202.06
1223,L48402,L,297.0,308.3,1399,59.0,135,0,0,0,0,0,0,10,16144,189,5,76.3,4.4,47.8,35.7,881.9
1224,L48403,L,297.0,308.3,1492,48.1,137,0,0,0,0,0,0,11,16415,180,9,67.55,4.62,60.4,54.4,1633.49
1225,L48404,L,297.1,308.3,1763,25.7,139,0,0,0,0,0,0,9,20306,177,6,56.52,4.72,50.8,39.2,1155.19
1226,H30639,H,297.1,308.3,1492,41.5,141,0,0,0,0,0,0,11,20014,196,6,59.61,5.28,35.6,45.8,1227.94
1227,L48406,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0,11,20452,204,6,58.68,4.94,47.5,42.9,1214.89
1228,L48407,L,297.1,308.4,1422,42.1,148,0,0,0,0,0,0,10,18352,145,7,63.2,4.08,40.6,40.3,1199.05
1229,M16088,M,297.1,308.4,1583,38.2,150,0,0,0,0,0,0,11,20649,172,7,54.56,5.0,78.1,59.2,1288.96
1230,L48409,L,297.1,308.4,1304,53.5,153,0,0,0,0,0,0,11,17814,188,7,66.52,5.23,55.6,46.6,1313.58
1231,M16090,M,297.1,308.4,1880,23.5,155,0,0,0,0,0,0,10,17714,198,6,50.61,4.55,63.0,61.0,1131.28
1232,M16091,M,297.2,308.5,1604,40.7,158,0,0,0,0,0,0,9,18068,175,7,62.35,4.73,53.8,44.2,1135.27
1233,L48412,L,297.2,308.6,1500,37.1,161,0,0,0,0,0,0,9,14639,179,8,54.22,5.4,77.0,32.8,1480.97
1234,M16093,M,297.2,308.5,1364,55.6,163,0,0,0,0,0,0,11,20081,132,8,68.05,5.06,39.9,52.0,1279.98
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,12,21324,138,8,43.6,5.68,45.5,43.4,1398.15
1236,H30649,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,10,19241,158,7,49.13,5.35,68.4,52.2,1386.16
1237,H30650,H,297.1,308.4,1359,46.6,176,0,0,0,0,0,0,12,21493,169,9,71.42,4.29,48.8,38.6,1652.95
1238,M16097,M,297.1,308.4,1502,37.3,181,0,0,0,0,0,0,13,22251,155,10,54.77,5.54,46.0,33.3,1593.04
1239,M16098,M,297.1,308.4,1615,32.6,184,0,0,0,0,0,0,13,21147,119,8,54.51,5.39,48.3,46.8,1260.83
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,15,26632,134,11,50.14,5.97,78.2,61.7,1817.0
1241,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0,15,26190,180,10,65.53,6.0,79.5,45.0,1811.92
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,11,19867,149,6,49.17,5.37,59.9,46.6,1166.1
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,15,26959,124,8,56.1,6.01,57.4,44.6,1556.67
1244,M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0,12,22913,95,10,69.23,6.23,64.4,51.6,1737.55
1245,L48424,L,297.1,308.4,1726,28.4,202,0,0,0,0,0,0,15,26398,101,11,46.99,6.26,59.7,47.1,1922.69
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,13,21545,120,8,55.7,6.58,57.1,48.1,1575.37
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,13,25939,125,9,47.21,5.65,49.6,43.3,1675.75
1248,L48427,L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,11,20890,128,6,66.99,6.21,47.6,36.0,944.18
1249,L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,13,25325,120,10,63.21,5.22,61.0,30.6,1728.82
1250,L48429,L,297.3,308.7,1467,36.8,216,0,0,0,0,0,0,11,21708,95,8,54.53,6.98,56.7,31.6,1378.54
1251,L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0,15,27227,88,9,47.45,6.5,72.6,47.8,1707.41
1252,M16111,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0,15,29628,162,10,60.15,6.44,51.9,53.6,1775.88
1253,L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0,13,26432,81,8,60.66,6.51,43.9,60.8,1318.84
1254,L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0,3,5295,326,2,65.15,1.24,37.5,21.8,405.81
1255,H30668,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0,2,2986,313,0,60.67,1.57,45.8,18.9,149.5
1256,H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,2,3309,346,1,72.16,1.03,37.7,13.4,50.0
1257,M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,5,3868,365,2,57.73,1.5,68.8,36.8,612.77
1258,L48437,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0,4,4999,330,0,61.31,1.57,49.9,32.6,253.95
1259,L48438,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0,6,7628,365,4,69.4,0.5,45.8,35.6,630.12
1260,M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,3,6290,342,3,62.03,1.12,60.8,28.8,370.13
1261,L48440,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0,6,7431,365,3,53.04,1.77,78.4,29.0,620.21
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0,4,6277,313,3,53.23,2.22,49.9,38.9,532.93
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0,6,8844,308,4,58.46,2.4,41.4,25.8,781.98
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,4,8067,327,3,74.7,1.24,50.3,24.2,569.15
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0,5,7419,336,5,55.08,2.4,32.7,21.9,858.65
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,5,8997,313,3,55.62,2.49,61.2,29.0,448.91
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,4,4088,325,2,49.08,2.23,61.9,21.8,385.98
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,6,6714,331,4,63.51,1.07,49.7,27.0,754.34
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,6,5845,267,3,62.43,1.88,41.6,22.4,576.32
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0,6,10539,297,3,55.78,2.25,83.8,24.3,664.69
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0,8,12861,289,6,82.01,2.13,40.2,23.1,1147.71
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,8,13330,287,5,60.65,1.24,46.0,38.9,837.11
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,5,7594,308,1,51.33,2.32,55.4,23.1,316.48
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,7,10390,274,4,67.69,2.11,65.3,46.9,707.12
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,5,8743,227,4,68.5,2.92,53.2,37.6,637.55
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,7,13716,274,3,64.89,2.99,55.4,34.6,475.7
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,6,13026,245,3,55.07,3.09,62.3,36.6,641.32
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,9,15411,289,8,54.62,2.72,90.0,44.9,1606.63
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,7,12452,294,4,78.84,2.99,48.0,30.0,801.8
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,7,14048,203,6,56.47,2.98,48.9,32.4,1228.9
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,9,14196,241,7,49.17,3.56,53.7,46.6,1329.12
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,4,8219,269,2,70.83,2.96,63.1,37.1,324.76
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,5,10036,210,4,60.72,2.97,85.3,23.8,722.43
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,9,13652,273,8,67.38,3.88,53.7,56.4,1398.54
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,8,13747,279,6,42.7,5.86,61.7,25.2,1113.31
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,8,12424,240,8,59.42,3.73,30.0,17.7,1207.89
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,6,13373,218,4,60.0,4.36,55.8,45.8,741.07
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,8,15141,170,7,63.52,4.67,54.8,41.8,1327.22
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,11,20159,261,7,67.96,4.29,67.2,43.5,1124.56
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,10,14506,293,6,54.86,3.38,48.8,46.5,1223.41
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,9,18738,283,7,67.23,4.24,40.3,32.6,1318.13
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,8,12416,221,5,43.87,3.93,57.8,22.1,748.63
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,8,13113,191,5,51.54,3.67,36.3,32.4,857.19
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,6,11714,245,5,54.9,3.65,45.4,26.4,812.34
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,10,19632,210,5,58.31,4.28,55.7,32.1,1087.6
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,11,19298,226,6,68.65,4.61,30.0,37.2,1160.74
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,7,13884,218,6,55.68,4.94,51.9,29.3,944.91
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,9,15551,209,7,56.73,4.64,74.0,34.2,1207.93
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,8,13566,235,6,82.02,4.64,35.7,39.0,1083.39
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,8,17464,233,6,64.84,4.32,46.8,40.5,1023.88
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,10,19498,181,7,76.59,4.61,62.1,42.4,1402.56
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,7,16819,167,6,49.12,3.8,64.8,13.7,1003.39
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,11,20275,117,6,58.92,4.88,55.7,33.9,1234.09
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,11,15807,179,7,61.09,4.87,52.8,34.0,1174.24
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,10,16793,155,7,49.68,5.66,74.8,49.6,1276.32
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,7,15847,198,6,45.2,4.73,57.6,27.2,949.31
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,9,17085,173,4,61.96,5.4,42.3,22.8,789.47
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,13,21692,173,7,64.65,4.61,56.4,51.5,1514.15
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,7,13765,202,5,37.57,5.75,53.4,34.7,814.15
1310,L48489,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,10,20531,187,8,48.3,5.67,49.7,60.1,1308.66
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,9,18684,169,6,73.79,5.57,34.8,27.0,907.1
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,12,22442,221,7,52.85,5.08,54.9,42.3,1231.5
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,10,18430,190,8,56.1,4.99,62.0,31.7,1190.3
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,12,22134,153,8,75.27,4.96,64.0,35.7,1557.85
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,12,19953,152,9,52.6,4.71,55.1,37.4,1596.8
1316,L48495,L,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,14,24300,183,9,62.12,5.51,55.4,39.2,1720.6
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,11,17193,163,7,49.94,5.2,48.3,43.5,1326.48
1318,L48497,L,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,12,19923,121,10,63.17,5.57,66.6,44.5,1584.07
1319,M16178,M,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,10,19482,179,8,58.79,5.51,40.7,39.7,1441.69
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,14,28463,187,8,48.51,4.96,48.7,58.1,1500.72
1321,M16180,M,299.0,310.3,1540,38.1,182,0,0,0,0,0,0,11,18689,182,8,60.62,6.08,45.3,46.5,1458.03
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,11,19660,189,7,67.88,5.67,53.7,48.7,1006.88
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,12,23140,203,9,72.09,6.11,70.8,45.3,1440.62
1324,L48503,L,298.9,310.1,1361,51.7,192,0,0,0,0,0,0,10,23294,186,7,64.63,5.22,40.7,42.5,1169.5
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,13,24633,142,10,93.47,7.47,58.4,53.4,1750.6
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,14,26718,122,11,60.03,5.73,58.6,38.9,1722.5
1327,L48506,L,298.9,310.2,1411,46.5,202,0,0,0,0,0,0,14,25384,68,9,64.24,6.17,43.4,42.8,1867.38
1328,L48507,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,11,21614,121,8,52.73,6.05,52.7,42.6,1526.27
1329,M16188,M,298.8,310.1,1719,28.8,206,0,0,0,0,0,0,13,24993,133,10,49.38,6.83,44.2,46.3,1850.16
1330,H30743,H,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,15,26418,116,9,49.66,6.74,56.2,38.6,1823.73
1331,L48510,L,298.9,310.2,1696,30.2,214,0,0,0,0,0,0,11,23916,52,8,53.93,5.98,53.6,48.1,1454.49
